sentence	sentence_id	locale	reason
பல சமயங்களில், அவன் தன் உயிரைத் தியாகம் தெய்வதால், மற்றவர்களுக்கு நன்மையே உண்டாகிறது.	f9fb553411d99782f84ad7edde1a9d81c51f21c75e94c900a097819f9a2414a0	ta	grammar-or-spelling
உலோகாயத மதத்தானைப் பாம்பு எனவும் அவன்து கொள்கையை நஞ்சு எனவும் திருவாசகத்தில் மாணிக்கவாசகர் கூறிக் கண்டித்துள்ளார்.	ef473b1176ce5ee4f72025e6e38361dd61139a9bab00f992f16332e5e960cf6d	ta	grammar-or-spelling
இப்போது அந்தக் குரங்கு மனிதன் பேசுவதற்கு முயல்கிறாதென்பதை அறிந்து கொண்டேன்.	f891513ab5ce2182741155ea2335e2fcb2be3862b3b393b0fbb428e68aa5c952	ta	grammar-or-spelling
காரணம் இதுதான் அவர்களின் கனவு நிறைவு பெருமல் நிற்பதைப் போலவே, உங்களுடைய அருமையான கதையும் நிறைவு பெறாமல் நிற்கிறது!	f46822ef7da83e3f468b446d2a660aac72f565aa70d9adf3ae474c558f3132c6	ta	grammar-or-spelling
முப்பத்தாறு, உஸ்மான் சாலை, தியாகராய தகர், சென்னை அறுநூறு  பதினேழு .	f21ddd775ff0f49c1360718726c5f3495cf2e072ce9471e92edb49f11d14e857	ta	grammar-or-spelling
வெறும் புத்தகப் பூச்சியாக மட்டுமே இயங்க முடிந்த தணிகாசலத்தை எழுத்தாளனக்கியிருக்கிறாள் ஆடலழகி செங்கமலம்.	f6d37b22cd8ae425836ac4c7e417b9f2c361aa3aeea7c7fe5dca0f294d636779	ta	grammar-or-spelling
இன்று துயரமும் ஏக்கமும் அதிகமிரும்ந்தன, ஏன்?	f94226e533e8014e0d7eb76d40421757ad6c51a6d6cbdca11c4df1aa4fe53298	ta	grammar-or-spelling
யார் மாட்டும் கடும்ப்கை கொண்டு அழிக்க முயன்றாலும் கேடு வரும்.	f5346b7fd993029e28ea10c26b89a14483b7c484510e5b143002df542ab68f35	ta	grammar-or-spelling
பயனில்லை கொண்டு வந்திருந்த பணம் கரைந்துவிட்டது சாப்பாட்டுக்கும் தங்கவும் இடமில்லையே என்று எண்ணும்போது அவளுக்கு அழிகை வந்தது.	ffdd30716b374d6a4bf7cfb736fd1cef58cafc5bfc2c3885a10aab04b983b577	ta	grammar-or-spelling
என்ன சான்ஸு, எரு விழுந்த சான்ஸு!	03d00217b5337e676d8658a337dfb0f2016e76d8864c0b7f937deb4b5003e66f	ta	grammar-or-spelling
பொன்னம்பலம் தன்னைக் கண்ணாடியில் பார்த்து மீசையை முறுக்கிக்கொண்டு விரைப்பாக நிமிர்ந்து வேலையாளைப் பார்த்துக் கேட்கிறார் என்னடா!	0024ab521f6c92743ab13a0c3dfec1868ebede8c3f157be77f2048ba3681e5bc	ta	grammar-or-spelling
மகோதைக் கரையின் இருபது காத துரமும் இதைப் பற்றியே பேச்சாக இருந்தது.	00e5a6a169336889213935ce015707c08b2dc6af5618c95c4924d2c353773546	ta	grammar-or-spelling
ஒருகணம் இரத்தின வணிகளின் மாளிகைக்கே நேரே சென்று நிலைகளை அறியலாமா என்று தோன்றியது அவனுக்கு.	eab9729583cea6c799b0da90e292837c8a15152c25febbd33ce8f287e15a63af	ta	grammar-or-spelling
பட்டுப் பட்டாடைகள் அந்தக் கடையில் குவிந்து கிடக்கும் போதெல்லாம் அவன் அவற்றை ஏறெடுத்தும் பார்ப்பது கிடிையாது.	fd803863d70d9cf30416d98732c0e92154a3dfeaa50ef10a84cf15361110a922	ta	grammar-or-spelling
நான் இம்முறை மதுரைக்கு வந்தபொழுது, ரெயில் வண்டியை விட்டிறங்கியது முதல், ஒருவருக்கொருவர் பரிச்சயமாகி, விரைவில் சிநேகிர்களாகி விட்டோம்.	f68c0b1c76f2f1f0fbe256e04687afecbbc4e81096de685c32640c278e017656	ta	grammar-or-spelling
நடுத்தரமான ஒர் ஊர்.	04057f9eacb11b0f79b5c2311843b5c44c2a631b8b3cb918552717aa715cfe8b	ta	grammar-or-spelling
அவனையே ராமனாக்கி வேறு லட்சுமணன், சிதை முதலியவர்களைப் புதிதாகச் செய்து அவர்களுக்கு ஒரு சிறு கோயிலும் கட்டிவைத்திருக்கிறார்கள் என்றார்.	fccfe18d8799117758d5b17be23933a469ffd3a14292a2b407776b55e471c262	ta	grammar-or-spelling
பனம் வரவு செலவு செய்வதும் பண்பாட்டை வளர்க்கும் வாயில்களில் ஒன்றேயாம்.	fd7346a47d8044a3dd9e8f3313a30ffd662b0e24502b60f73175cb46759b2268	ta	grammar-or-spelling
நெறியில் நீங்கியவர்கள் அறியாமையால் இழைத்த தவறுகள் இவை அவர்கள் பிழைத்துப் போவது தக்கது அவர்களை மன்னிக்கவும் என்று வேண்டினா்.	02ae7030bf90ca7c0d540107bfe7068c77105bb2c8a8d3f5c56e70b13bc0b133	ta	grammar-or-spelling
நெற்றியில் சிவந்த சுட்டியுடையது ஒர் எருது மற்றொன்று வலிமை மிக்க இளளருது நுண்ணிய புள்ளிகளையுடைய எருது மற்றொன்று.	fcf1a406bf0907db8c59afddfcf8c81e20121fb4b4bf9c52a094f8e7b0881959	ta	grammar-or-spelling
வண்டி ஏதோ ஒரு கிராமத்தைச் கடந்து போய்க் கொண்டிருந்த பொழுது கோழி கூவியது கூடக் காதில் வந்துபட்டது.	026c421eda211c0b420806dd7edf329a1b57966e8b6683102060a93c75cb9ab8	ta	grammar-or-spelling
இந்த மண்டபத்தின் வடபக்கத்திலே தான் முன் சொன்ன ராஜகோபாலன் சந்திதி.	f7fa53b17a684828abaf06bf70254e3f20d4dbe4f95f796447e637b2fcc10c15	ta	grammar-or-spelling
ஆனால் கடலில் மேலே செல்லச் செல்லல குமரன் நம்பியின் மனத்தில் குழப்பம் அதிகமாகியது.	09f4762a5e475998d9177df4054bf3312238fee10bf3af8e1e889ed178a4c135	ta	grammar-or-spelling
அப்பால் கடைக்குச் சென்றபோது கணக்குப் புத்த்கத்தைத் திறப்பதற்கு முன்பு அங்கே கிடந்த் அழகான புடைவைகளைப் புரட்டிப் பார்க்கிறான்.	f7769395336ff7fb4f5321e26c8374b4814c70f1b84058df5243eda9081dbea6	ta	grammar-or-spelling
பெய்யும் மழைநீர், முறைப்படுத்தப் பெறாது தன்போக்கில் ஒடுமானால் நில அரிப்பு ஏற்படுகிறது.	0ba6e5b9d3530016a8985d6c328362297a871332e14501582c492b0dd21e751f	ta	grammar-or-spelling
அப்போது அவ்வழியாக வந்தான் ஒரு துஷடப் பையன், அவனுக்குக் கஸ்தூரியை பார்த்ததும் என்ன தோன்றியதோ!	fae0c51c6c28b7152ebf6be393116eb74f4e1eed2433b7ee80b5dbb8f8c0ff65	ta	grammar-or-spelling
மனேவியாதியின் காரணமாகவே அவரும் இம் மண்ணுலக வாழ்வை நீத்தார்.	097340a682aa7d6266638f80fb6434bb876710cdd27aeb603887881e412cb8c1	ta	grammar-or-spelling
ஆனால் வாழ்க்கையை அருமைப்படுத்திக் கொண்டு வ்ருகிறது.	f99da73a31651fcec1e9df77f68f9b8e0e559f91fe5a0324d5bd55567003b348	ta	grammar-or-spelling
தத்துவஞானி ஒருவன் உயிரைப் பற்றியே கவலைப்படமாட்டான் வாங்குகிற மூச்ச சுழிமாறிப் போனாலும் போச்சு என்று தத்துவம் பேசி வந்தான்.	0d1651c82fbc00908948b1d751205498437054d02f8c70a334cec4036c9a5b96	ta	grammar-or-spelling
நான் வேணுமின்னாலும் எதாச்சுங் தள்ளிக் குடுக்கிறேன்.	07a455e8511ac8937e9c2058cbc6c0bd10c6c14202a7a31cc25591df09cbcef8	ta	different-language
காரியத் தேவைகள், மனிதனை நிர்வான நிலைக்குத் தள்ளிவிடுகின்றன.	0bb5904dfa8f9d201ebb85dc4dd18eff7589680c5f31c8047684accfcf6a34b5	ta	grammar-or-spelling
எந்த அளவுக்குத் தம் இலக்கியப்பணி நிரக்கும் வகையில் குறிஞ்சிமலரை ப் பயன்படுத்திக் கொண்டிருக்கிறார்?	0476426e6e2b4f4acd75c212bf0bef81531724f610ecc8d23a31bca6fe73f608	ta	grammar-or-spelling
ஓகோ மோர் சர்ரி சர்ரி உள்ளே வா என்றார் கிழவர்.	028b9cdb4b2d525bf0be3833abc4e6b90f252ed575abfc2c3ee6af8a87cd074e	ta	different-language
மேலும், பாரதத் திருநாட்டுக்கு ஆண்டுதோறும் ரூ. கோடிக்கும் கூடுதலாகவே அந்நியச் செலாவணியையும் ஈட்டித் தருகிறது.	fc878a659b1cf751a18c873c054348149ebad57e60f849d2e5ef593d780c4a3a	ta	grammar-or-spelling
கிழக்குப்பகுதி மழை நீரால் அரிக்கப்பட்ட் ஆற்றுப்படுகைகளைக் கொண்டது.	0862ff698ecc3d3043ec161030739f58d93aaa4c8c512cdda1240d95a3831ac7	ta	grammar-or-spelling
பிராமணப் பிரீதி தேவதா பிரீதி என்ற கற்பனையில் சொக்கிப் பிராமணர்களுக்கு வயிறு புடைக்கச் சந்தர்ப்பணை நடத்துவர்.	031fdde75d5fb6b46232e9371a26122a3a3748afdd5e38bbd2d12e94c4b9fb34	ta	grammar-or-spelling
⁠எக்காரணத்தை முன்னிட்டும் தலையைத் துக்கவே கூடாது.	0f52619dd0df914f21321607dae615ad9399961e2a8a979a14b2074585d1b471	ta	grammar-or-spelling
அக்கோயிலின் குடமுழக்கு விழா நாளில் எண்ணுாறு வெண்பொன் மதிப்புள்ள பெருமனி ஒன்றை வாங்கிக் கோவிலின் முன் மண்டபத்தில் தொங்கவிட்டார்.	fbd9c5bf2320062c9739d0e5b4c5d07f4df1e4b5d869f4941fe14b69fed75b4c	ta	grammar-or-spelling
தன்னிடம் சிறைப்பட்டிருக்கிற கடம்பர்களில் ஒருவனிடமிருந்து ஆந்தைக்கண்ணனுக்கு அவன் தானாகவே எழுதுவது போல் ஒர் ஒலை எழுதிவாங்க வேண்டியிருந்தது.	0e2229716d2caaec5fb8bf0a9cc0e1cf49ab01cfed0b89196da65f5886665a21	ta	grammar-or-spelling
வாழ்வில் மனிதன் எவைகளை விரும்புகிறானோ அவைகள் அவன் பார்த்து கொள்ளாத வெளியிலுள்ள மக்களின் வாழ்க்கையில்தான் அமைந்திருகின்றன.	06b053f24a494e1a23f5e03504e5b616bc9c1c3c7e92222db5694fe231478472	ta	grammar-or-spelling
திருமகளைத் தேடித் தாமரைம்லர் இங்கு வந்து புகுந்ததோ என்று பேசினர்.	06a9b963f952704cc1bae627b02e9233516e5398e00130eff02c5f00fe8350c4	ta	grammar-or-spelling
மாதவியின் நிலையினையும் கோசிகன் உரைத்தான் வசந்தமாலைவாய்க் கசந்த செய்தியாகிய உன் பிரிவைக் கேட்டுப் பச்ந்த மேனியள் ஆயினாள் மாதவி.	0da5b2ed58c3ecb67c9295e237a7bba27f954943da46cd3440cbe304b2a3b536	ta	grammar-or-spelling
சிதம்பரம் திருச்சபையில் திருமுறை ஒதும் மரபல்லவாம்.	0d648109f17ab34be06e0993b3ef3bed80afa6fa0d688a162473f0caed53ab2f	ta	grammar-or-spelling
இதை மாவாக அறைத்து அதிலிருந்து உணவுப் பண்டம் செய்கின்றனர்.	10c2a7ac55c285b182fab88243e73136fe163bae7cc9d76fedde8bb32a597613	ta	grammar-or-spelling
சக்ரவர்த்தியின் மரணகால பரியந்தம் இருவரும் மன ஒற்றுமை மாறமல் நட்புடன் வாழ்ந்து வந்தனர்.	0edf3dd428b9ffc7e7a8f7075285c389bb4afa4f625cd40b2e0d1a7896a0a1ff	ta	grammar-or-spelling
கஸ்துாரி அதை விரட்டிக்கொண்டு பின்னாலேயே ஓடும்.	10fcc4e0c1dc29d658748a494f7bd693d9cb500989906605f8e5d8675868431d	ta	grammar-or-spelling
அங்ங்ணம் நல்லறிவாளர் பலர்தொகுத்துத் தந்துள்ளனர்.	10fed80170db3ae90495b85d1fe52d1cc199d380ad98eed0f8c5f89d8cfcefb3	ta	grammar-or-spelling
எதற்கும் தூங்குகிறவனைப் எழுப்பிச் சொல்ல வேண்டாம்.	11167a7ba20ee0ff76c42ef0a9265ebcc78ad163d5c3e39fecb8a6d69be128f4	ta	grammar-or-spelling
அசைவில் செழுந்தமிழ் வழக்கினைப் பேன வேண்டியவர்கள் அயல் வழக்கின் வழிச் செல்வது, அறம் கொல்லும் பாவமாகும்.	0a7c5b0f096cd5d3ca5c6a0d0b49f6f3e740a849aa1f58450791e082827201a2	ta	grammar-or-spelling
இதனிடையே, துடைப்பத்தைக் கையிலெடுத்து, ஒரு வினாடியில், பள்ளி முழுமையையும் வீரம்மாள் சுத்தமாகக் கூட்டி, குப்பையை வெளியே கொண்டுபோய் எரிந்துவிட்டாள்.	0ab38a6d3cebc49b69a1c0d40f5bf0cb2a7c7979d6ed9d64792719d61143e91d	ta	grammar-or-spelling
இந்த ஆரா அமுதனையும் அவனது துணைவியாம் கோமளவல்லியையும் தொழுதபின்பு அங்குள்ள மற்ற சந்திதிகளிலும் வணங்கி எழலாம்.	072c3bef0097ee4891c2c32b064e904f399510fbb7fdeaefbfbccd11ca30b023	ta	grammar-or-spelling
இதற்கு முக்கியக் காரண்ம், எங்கள் சபையின் நாடகங்களுக்கு வருபவர்கள் கற்றறிந்த உத்யோகஸ்தர்கள் முதலியோரே.	16ea518a1e35627e828c42ee346a2920d2a97c97768b84249fa70c7816554bc7	ta	grammar-or-spelling
எனவேதான், அவர்கள் விமரிசகர்கள் ஆகிவிடுகிருர்கள்.	13578e2d78a0ac750ecf1b80b89cbba4e9f7ba5d01c2d980d942801a29839857	ta	grammar-or-spelling
ராமதுரை எனது பால்ய நண்பராசிய வி.வி.	158f03fce17ca1c127db8715d1328beb7ec5eb7470e1442631938b8a1d569393	ta	grammar-or-spelling
அவ்வழியாகச் சென்று கொண்டிருந்த இரண்டு வணிகர்கள் ஒரு தேவதையின் துண்டுதலால் அவருக்கு வணக்கம் செலுத்தி பிச்சையும் அளித்தனர்.	0f9ac27fd9ef33e4fb5400df519c4c392643536a92458bd670aae2e0e999eb78	ta	grammar-or-spelling
இல்லாதபோனால் இப்படி ஜோராக வளர்ந்திருக்குமா? என்றாள்.	19f43a975ed8d2dc58227ccdc428c2389b0b39b2cfd0fc7f29abd082188e42ee	ta	grammar-or-spelling
⁠முயற்சியும், பயிற்சியும் இருந்தால் தொந்தி அருகம்.	13bb12dc935da007f211c57f21bb166e11138b7b3c889334ff1ca474d9a3f39f	ta	grammar-or-spelling
கைடு, கனகசபையும், தங்கமணியும், அவளுடைய செல்ல நாய்க்குட்டி தும்பு வோடு முன் சிட்டில் உட்கார்ந்து கொண்டார்கள்.	13b6a5a98fb8c0881ccc024b4a590483532cb223ab41ad8e6a6047feeacabe57	ta	grammar-or-spelling
அவரை வருவிக்சு வேண்டும்.	0de01a4c4a2d0d247badb852522c9626d9c5723b05befc5e7347b7ffb7d1e332	ta	grammar-or-spelling
⁠புல்லடர்ந்த வாய்க்காலில் தண்ணீர் தேங்கித் தேங்கித் தானே ஒடும்.	1ac4f6d50a3eb500f7fa798a7a61567b096103ae9e510beca695ec22a9f1eb11	ta	grammar-or-spelling
அவளை வடமொழியில் ஹேமாப்ஜநாயிகா என்றுகிறாள்.	1ab4dac6a102cf95c91bb77019d9b88ee2d84230c0e425e77ab48ea57b091ab7	ta	grammar-or-spelling
ஒர் ஆறு, இரண்டு மலர்கள், ஒரு மதி ஆகிய கூட்டதிற்கிடையேயும் பாம்பும் இருக்கிறது.	133eaa222aded56f70c8e8c23db77290b4de8631eb6d0ad2e188729c70110d41	ta	grammar-or-spelling
பிளாஸ்கிலிருநத பாலை மட்டும் தங்கமணிக்குக் கொடுத்துவிட்டு, காரில் படுக்க வைத்து தூங்க வைத்தாள் காந்திமதி.	15c43fdff90ec2576f5c0fe7d839c5bda05e617fb5fad35d84592f218b598f9b	ta	grammar-or-spelling
இதனைச் செபித்துவந்தால் இகத்தில் எல்லா நம்மைகளையும் அளிக்கும்.	1d267be79ee949cb11a2e1a51ac20637e161e054444ccbfaaf323a17f86a48e4	ta	grammar-or-spelling
இதுகாறும் மேலே எடுத்துக்காட்டப்பட்டுள்ள பன்னுாற் பாடல்கள், நடுகற்கள் கடவுளாகக் கருதி வழி படப்பட்டன என்னும் செய்தியை விவரித்தன.	1f6858f3d66ac1e0a4b670bf6fc781d88692573167e7e13825cd813aa6d9a9f8	ta	grammar-or-spelling
அவர் மீது அறிவுப் பொறாமை பிடித்தவர்களும் எப்படி அவரது உண்மை ஆய்வு முடிவுகளை வரவேற்பார்கள்?	1a989ce1d079656fa6a82f863c38bac5fa1cc7c67cfb02ff2c53ecea6c563771	ta	grammar-or-spelling
மணப்பொருள் உற்பத்தி செய்யும் தொழில், ஃப்ரான்சு, இத்தாலி, ஜெர்மனி, இங்கிலாந்து, அமெரிக்கா, உருசியா முதலிய நாடுகளில் மிகவும் முன்னேற்றமடைந்துள்ளது.	1fab0c43292798c1232f6579ab636f7b668aceea139036499b560cf396921380	ta	grammar-or-spelling
பின்னர் ஸ்ரீ ரங்கத்து ஸ்தலத்தார் பாதுவாவை அணுகி அவன் எடுத்துச் சென்ற அழகிய மணவாளைைனத் திரும்பத் தரக் கேட்டிருக்கிறார்கள்.	20b26f5d97282a9a98b000c55dbb808efb06d6f7a0ea06f3986086fb58cbf706	ta	grammar-or-spelling
சித்தர்கள் அப்படி விளக்குவதை இங்கே ஒர் உதாரணத்தால் பார்க்கலாம்.	1ba873652e4a2f396affd964b1c53a8657945567e26c47afb919f87f14292b25	ta	grammar-or-spelling
எப்படி வத்நாலும் சாலையில் இறங்கி மேற்கே கொஞ்ச தூரம் நடக்க வேண்டும்.	19b5cbd4a04112e67185e7ec334de038b291fd10240ffe82f467583a7d504ee1	ta	grammar-or-spelling
அன்று நாடகம் பார்க்க வத்திருந்த ஒரு டாக்டர் எனக்குச் சிகிச்சை செய்தார்.	207712d79f7d7ccebe780119f6b22c163767d77c58b2ea1e6b8a4b93768bbca3	ta	grammar-or-spelling
ஆனல் அரண்மனையில் வாழவேண்டியிருக்கிறதே அதற்கும் சொல்லுவேன், அரண்மனையிலுங்கூட நீ யோக்கியமாக வாழக்கூடும்.	21b5059ac261879756ebf735876d9821ffd6c090bbf957581740a359de1e1c4e	ta	grammar-or-spelling
அதை ஒட்டி வந்த டிரைவரோ மிகவும் மிடுக்காக இருந்தார்.	1b62acd8989ff6b2a62270755e6ad59cb7ab09a5b1c2fe42f97196bf3d5bd44d	ta	grammar-or-spelling
ஒவ்வொருவ்ரும் அவர்களால் முடிந்த எல்லை வரையில் தனி நடைப்போக்கு.	2027053656e0a8f53746afbe9c7491b2928e0b2b50953334429d3e3e3c0de024	ta	grammar-or-spelling
பலரை மொட்டையடித்து வாழ்பவ்ர்கூட திருப்பதிக்கு மொட்டை போடுகின்றனர்!	1837b76c362af3970d5aeb69fe51c5fb345bff64437e49f90d3b66959901bc45	ta	grammar-or-spelling
தோடர்கள் எவ்வாறு காய்ந்த இறுதிச் சடங்கு செய்கிறர்களோ, அதே போல் திசம்பர் திங்களில் கோதர்களும் செய்கிறார்கள்.	20af233d347ba439fad74a0dbeaf5d492dcac48c9a8e484bf380e4e4a14cd586	ta	grammar-or-spelling
ஒவ்வொரு நாளும் நாட்டில் நடக்கும் நிகழ்வுகள் என்னியத்தில் பாதிப்பை உண்டாக்குகின்றன.	1ff36ae87e5ba59b13870d329443254c8ef4447ac24cf79fd396865425e0150c	ta	grammar-or-spelling
ஆனால் நம்மாலே ஆண்டவனுக்கு ஏதாவ உபகாரம் உண்டா?	2118a31722119f7b5f0e631c30366012c742dee4ee52dd6518df5b5317a0ad7f	ta	grammar-or-spelling
அதனால், தன்னால் கண்டு பிடிக்கப்பட்ட பெரிய லியப்பான செயலைக் கண்டு எண்ணி யெண்ணி அவர் மகிழ்ச்சிப் பெற்றார்.	19d379c74c5d3d22b11b26e6c54cabfd6bfb6594efae759f212203a2b88ae332	ta	grammar-or-spelling
அந்தக் சூர சங்காரம் செய்ததே அவன் திருக்கரத்திலுள்ள வேல்தான்.	2534057a2e48d32778c1b660bf9ff6901f89538e2efba61f01f9b046e2b45685	ta	grammar-or-spelling
ஆனல் அவ்வமைச்சர்களின் அதிகாரம் மிகவும் குறைவுதான்.	19e77f939fb8ab98d341f695cd80d7768865afd7ba55ab4a8522833096cc8ac7	ta	grammar-or-spelling
மற்றவர்களைச் சிரிக்க வைப்பவர்கள் தங்க்ளுடைய சொந்த வாழ்க்கையில் அழுவதோடு, கஷ்டப்படுவார்கள் போலும்!	10d4297a76f6eb9da407ef300adc7481e488a8ef1c6e400bbd0590b93cddeced	ta	grammar-or-spelling
பரமகுருவும், அவர் தாயாரும் வள்ளியம்மையிடம் அளவற்ற அன்பு வைத்திருத்தனர்.	1f4c802dd40e9ba72db50b17ca2086566668d2bb0e10bab84498ed339575a797	ta	grammar-or-spelling
படகுகள் நதி முகத்துவாரத்தைக் கடந்து பெருங்கடலில் துழைந்ததும் முதல் வேலையாக எல்லோரும் தீப்பந்தங்களை அனைத்துவிட்டார்கள்.	1a12ac986ca0d1e390ed0c50b4ded805b5ae496edd9661592e8d3d3fec37ecda	ta	grammar-or-spelling
அந்த ரசத்தில் சொக்கில் போன எனக்கு ஆனந்தமான நித்திரை வந்தது.	239baa588a0a55737b0c1ebf56717879dc494b79249c4d50c8633694ecfe8894	ta	grammar-or-spelling
வறதாக போறதாக ஒண்ணும் எழுதல்லியா? ருக்கு விழித்துப் பார்த்தாள், சொந்த அம்மாவா இப்படிப் பேசுகிறாள் என்ற பாவணை.	10d4e957becfeb79e9a87f46da7ac8406c56f3f2b6b9903089bc22ba42073628	ta	grammar-or-spelling
வாணவெளியில் அது தன்னைத்தானே கற்றி வருகிறது என்ற செய்தி உலகம் முழுவதும் தெரிந்திடப் பலநூறு ஆண்டுகள் ஆயின.	25684b44497713000096d5c2e0b261ddcb78d761c488374fbee29be283d9603d	ta	grammar-or-spelling
அவை இருக்கும் இடத்தில் ஏதோ ஒர் ஆற்றல் மறைந்திருப்பதாக உய்த்துணர்ந்தனர்நம்பினர்.	26e7facb7237d254b5e5ac91b066106f629de576b9045bbd884e2590e08d7a67	ta	grammar-or-spelling
அவர்ளும் இவ்வுலகின் வாயிற்படியிலேயே நின்று, வருவார் போவார்மீது மோதிவிட்டுத் தங்கள் காலம் முடிந்தபின் தாங்களும் சென்றுவிடுகின்றனர்.	24792aa7905121c37113153c7b01a5660782b16df269d541666ea053b5dba8f8	ta	grammar-or-spelling
ஆனால் அவைகளை அறியாதவர்களே பெரும்பாலோர், மனித வாழ்வில் முரண்பாடு இருப்பதையே பலர் பார்ப்பதிலை.	2656c7aba8d4eeaed55a466cb6731dc9d117a0170083e9cdb087bdf4b48acefc	ta	grammar-or-spelling
என் காற்சிலபைக் காசாக்க வந்தவனை மாசு ஆக்கி உயிர் பறித்தாய் கொலைக்களப்பட்டான்.	2199b211992bc8f5403d1ef2ecdff3864863c640656bf8c3646ba7f07355e7c3	ta	grammar-or-spelling
சுமத்தப் பெறும் குற்றச்சாட்டுக்குப் பதில் சொல்லாமல் திரும்ப குற்ற்ச்சாட்டு வைப்பது குற்றம் செய்யவில்லை என்ற கருத்தை உருவாக்காது.	273e511be38a5964f31da4bff4578a16a492ede488f7c70601c9c582a63857d9	ta	grammar-or-spelling
நண்டர் ஆபீஸ் அறைக்குள் போனபோது, நான் வெளி ஹாலில் உட்கார்ந்திருந்தேன்.	211b4cbda52592c3a4fb2dd99aa7d53c0081fb74df50b6fd7e7f35617ad82e24	ta	grammar-or-spelling
சோர்ந்தது உள்ளம் சுருங்கியது தோல் பற்றியது அவரைப் பெரு தோய் இறுதியாக அலைந்தார் தன்னையும் மறந்து!	f5332e83795521f9007f82880275e8f795cbb0924f5a2cdd0db7911a96302a07	ta	grammar-or-spelling
காரணம் இதுதான் அவர்களின் கனவு நிறைவு பெருமல் நிற்பதைப் போலவே, உங்களுடைய அருமையான கதையும் நிறைவு பெறாமல் நிற்கிறது!	f46822ef7da83e3f468b446d2a660aac72f565aa70d9adf3ae474c558f3132c6	ta	grammar-or-spelling
ஒவியர் விடைபெற்றுக் கொண்டு வாயிலை நோக்கிச் சென்றார்.	29e51abda67ffeecb6c4a56371f30bca90afd0c82d605e62a14f1df1841bd2e9	ta	grammar-or-spelling
இந் நாடகத்தின் தமிழ் மொழிபெயர்ப்பு, பிறகு ஒரு முறையோ இரண்டு முறையோதான் எங்கள் சபையில் ஆடப்பட்டது.	28c0e293e815b6bd755c1ce16a56a9d3d4dea543676d02fa2f50dfa8d55be81c	ta	grammar-or-spelling
செல்பிரிந்து வளரும் மெட் டபாலி சம் என ற தன் மை யை விரைவுபடுத்துகிறது.	2b6156c7a375bcb90c2945c40aae8ec24441d80950d9852ae2129952d5f8e6df	ta	grammar-or-spelling
அந்த எதிாப்பின் வெளிப்பாடு தான் உடலின் சுகவீனம்.	2a929a2cf2a023b0aa8619f7ff0ff46c273a42277b749f1c8b14b7153489f07e	ta	grammar-or-spelling
அல்ல ஆராய்ச்சியின் முடிவும் அன்றாட அனுபவமும் உண்மைத் தவிர, வெறெதையும் விளம்புவதில்லை.	2a8a5686a2e9900d81d4bd5582543561e1f1cf0846a8698addab521e7da6128d	ta	grammar-or-spelling
ஆனால் மோட்டார் ஒட்டிகளுக்கு, இங்கே பள்ளிக்கூடம் இருக்கிறது.	254a3ad5ab723372703b2c8e8896ba04e32db56967d7fc55e3b54b47c10fa9c5	ta	grammar-or-spelling
தங்கள் நலத்திற்காக உழைத்தலே வாழ்க்கை என்று எண்ணும் மனிதர்கள் இந்த வார்த்தைகளைக் கேட்கிறார்கள் ஆனால் புரித்து கொள்வதில்லை!	27d0940c252b75703558dbe20586ee0078a69306df92bcab17a5a9f0dfb5614f	ta	grammar-or-spelling
இதனால் பிரச்னை வளர்ந்தது.	2a87d04fa2893bc0eac76e9c53a0fcf6a92c7bae85f6c4afab0ae0d8d0ffd816	ta	grammar-or-spelling
அவசரமா கொஞ்சம் வேலையிருக்கு... அப்புறமா வ்ந்து சொல்றேன்! என்று சொல்லிவிட்டு அந்த இடத்தைவிட்டு நழுவத்தான் தோன்றும் நம்மில் பலருக்கு!	2d98f27f368178464d898504c9e6ad91bc35c1ef569593242a49508f11e2fe24	ta	grammar-or-spelling
மாளிகை வாசலில் கொடுங்கோளூருக்குத் துதுவந்து திரும்பிய அமைச்சரின் ஒற்றர்கள் குமரனை எதிர்கொண்டார்கள்.	2dde641e68409b0afb0c4339b871d8ce6d851e10dd7abfffa67f7d85cd4ef8dd	ta	grammar-or-spelling
உலகம் எல்லாம் அற்புதம் என்று ஒதப் பாடும்படி இறைவன் அருளினானென்று அவரே சொல்கிறார்.	2dcb1b71a49efebdca3050541cfd7462ace0afca1248b420c178a9d16abb39e1	ta	grammar-or-spelling
ஊரார் எவரும் விரும்பாத் மரக்கட்டை, சர்மாவுக்கு, விறகாக அனுப்பப்பெறும்.	26e25b9ef0baa90b6636a709f632e46b8c2be2a6abf42fb365f5ad5cad202190	ta	grammar-or-spelling
கவுளுக்கு எல்லா உயிர்களும் குழந்தைகள் கடவுள் முன் எல்லா உயிர்களும் சமமானவை என்பதாக ஒரு கருத்து கதைக்கப்படுகிறது.	27f52ffa5f90208f889ea05b006d884f399259e3248cc8ad88b2bb9b236410e9	ta	grammar-or-spelling
நீ இவங்கள அழைத்துக் கொண்டி கொழும்பைச் சுற்றிக் காட்டிவிடு.	3048a10ee5b4a4775c21adda330706551467a7a751e96a57a2d66eb5c77465ba	ta	grammar-or-spelling
அங்கே எங்க நின்னாலும் கோரட்டுக்கும் டேசனுக்குமா மூணு நாலு நடை அடிச்சிருப்பேனே சாமி.	1cc374961267ca85c0d4e2b0048d4b7e315d4b6c1721f00953d4457dcd8c25d7	ta	grammar-or-spelling
